slot,group,id,title,label,tags,position,related_ailment,related_ability,level,class,reroll_chance,extra_info,tier_1,tier_2,tier_3,tier_4,tier_5,tier_6,tier_7,tier_8
Helmet,Mage,557,Level Of Lightning Blast,"Level Of Lightning Blast (Added)
Spell Damage (Increased)","Skill Level,Lightning,Spell",Prefix,,Lightning Blast,4,Mage,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
Helmet,Mage,681,Level Of Runebolt,"Level Of Runebolt (Added)
Elemental Damage (Increased)","Skill Level,Elemental",Prefix,,Runebolt,40,Mage,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
Helmet,Mage,682,Level Of Runic Invocation,"Level Of Runic Invocation (Added)
Elemental Damage (Increased)","Skill Level,Elemental",Prefix,,Runic Invocation,20,Mage,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
Helmet,Mage,556,Level Of Static Orb,"Level Of Static Orb (Added)
Spell Damage (Increased)","Skill Level,Spell",Prefix,,Static Orb,4,Mage,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
Helmet,Mage,552,Level Of Teleport,"Level Of Teleport (Added)
Mana (Added)","Mana,Skill Level",Prefix,,Teleport,12,Mage,86.0,,"1
5 To 8","1
9 To 12","1
13 To 16","1
17 To 20","2
21 To 25","3
30 To 34","4
35 To 40","6
64 To 80"
Helmet,Mage,385,Lightning Critical Strike Multiplier,Lightning Critical Strike Multiplier (Added),"Critical,Lightning",Prefix,,,60,Mage,89.0,,16% To 17%,18% To 19%,20% To 21%,22% To 23%,24% To 29%,34% To 40%,41% To 50%,80% To 100%
Helmet,Mage,400,Mana Spent Gained As Ward,Mana Spent Gained As Ward (Added),"Mana,Ward",Prefix,,,39,Mage,89.0,,20% To 23%,24% To 27%,28% To 31%,32% To 35%,36% To 50%,60% To 75%,76% To 100%,160% To 200%
Helmet,Mage,390,Melee Elemental Damage,Melee Elemental Damage (Increased),"Elemental,Melee",Prefix,,,36,Mage,89.0,,30% To 33%,34% To 37%,38% To 43%,43% To 48%,48% To 57%,70% To 85%,86% To 110%,176% To 220%
Helmet,Mage,694,Penetration With Cold Invocations,"Cold Penetration With Cold Invocations (Added)
Dodge Rating Per Heo Rune (Added)","Dodge,Penetration,Cold",Prefix,,Runic Invocation,39,Mage,89.0,,"8% To 10%
36 To 47","11% To 13%
48 To 60","14% To 17%
61 To 75","18% To 21%
76 To 93","22% To 27%
94 To 120","30% To 35%
130 To 155","36% To 42%
156 To 184","67% To 84%
294 To 368"
Helmet,Mage,693,Penetration With Fire Invocations,"Fire Penetration With Fire Invocations (Added)
Armor Per Rah Rune (Added)","Armour,Penetration,Fire",Prefix,,Runic Invocation,39,Mage,89.0,,"8% To 10%
25 To 32","11% To 13%
33 To 40","14% To 17%
41 To 50","18% To 21%
51 To 63","22% To 27%
64 To 80","30% To 35%
100 To 120","36% To 42%
121 To 150","67% To 84%
240 To 300"
Helmet,Mage,696,Penetration With Lightning Invocations,"Lightning Penetration With Lightning Invocations (Added)
Ward Per Second Per Gon Rune (Added)","Ward,Regeneration,Penetration,Lightning",Prefix,,Runic Invocation,39,Mage,89.0,,"8% To 10%
12 To 16","11% To 13%
17 To 21","14% To 17%
22 To 27","18% To 21%
28 To 33","22% To 27%
34 To 40","30% To 35%
45 To 52","36% To 42%
53 To 63","67% To 84%
101 To 126"
Helmet,Mage,386,Spell Damage Leeched As Health While Channelling,Spell Damage Leeched As Health While Channelling (Added),"Health,Spell",Prefix,,,46,Mage,89.0,,2% To 2.6%,2.7% To 3.3%,3.4% To 4%,4.1% To 4.7%,4.8% To 5.7%,7% To 8.5%,8.6% To 10.5%,16.8% To 21%
Helmet,Mage,383,Spell Damage While Channelling,Spell Damage While Channelling (Added),Spell,Prefix,,,43,Mage,89.0,,6,7,8,9 To 10,11 To 13,17 To 21,22 To 26,42 To 52
Helmet,Mage,691,Ward Gained Per Rune Consumed With Runic Invocation,Ward Gained Per Rune Consumed With Runic Invocation (Added),Ward,Prefix,,Runic Invocation,29,Mage,89.0,,14 To 19,20 To 26,27 To 35,36 To 45,46 To 60,75 To 90,91 To 115,184 To 230
Helmet,Sentinel,655,Added Javelin Lightning Throwing Damage,Lightning Throwing Damage With Javelin (Added),"Lightning,Throwing",Prefix,,Javelin,22,Sentinel,89.0,,6 To 7,8 To 10,11 To 13,14 To 17,18 To 22,29 To 34,35 To 44,70 To 88
Helmet,Sentinel,764,Chance To Electrify With Lightning Skills,Chance To Electrify On Lightning Hit (Added),"Damaging Ailment,Lightning,Damage Over Time",Prefix,Electrify,,27,Sentinel,89.0,,30% To 33%,34% To 38%,40% To 44%,45% To 49%,50% To 60%,80% To 99%,100% To 120%,192% To 240%
Helmet,Sentinel,363,Chance To Inflict Bleed If Wielding An Axe,Chance To Inflict Bleed On Hit If Wielding An Axe (Added),"Damaging Ailment,Physical,Melee,Damage Over Time",Prefix,Bleed,,41,Sentinel,89.0,,20% To 23%,24% To 27%,28% To 31%,32% To 35%,36% To 43%,50% To 60%,61% To 80%,128% To 160%
Helmet,Sentinel,765,Chance To Inflict Time Rot On Hit With Void Skills,Chance To Inflict Time Rot On Void Hit (Added),Void,Prefix,Time Rot,,27,Sentinel,89.0,,13%,15% To 16%,17% To 18%,19% To 21%,22% To 25%,50% To 54%,55% To 60%,96% To 120%
Helmet,Sentinel,369,Channel Cost,Channel Cost (Increased),,Prefix,,,36,Sentinel,89.0,,-12% To -15%,-16% To -19%,-20% To -23%,-24% To -27%,-28% To -32%,-36% To -40%,-41% To -45%,-60% To -68%
Helmet,Sentinel,371,Fire Damage Over Time,Fire Damage Over Time (Increased),"Fire,Damage Over Time",Prefix,,,32,Sentinel,89.0,,40% To 45%,46% To 51%,52% To 57%,58% To 63%,64% To 75%,90% To 110%,111% To 140%,224% To 280%
Helmet,Sentinel,374,Increased Abyssal Decay Duration,Increased Abyssal Decay Duration (Added),"Damaging Ailment,Duration,Void,Damage Over Time",Prefix,Abyssal Decay,,43,Sentinel,89.0,,12% To 17%,18% To 23%,24% To 29%,30% To 34%,35% To 45%,55% To 65%,66% To 85%,136% To 170%
Helmet,Sentinel,370,Increased Armor Shred Effect,Increased Shred Armor Effect (Added),"Armour,Defence Reduction",Prefix,Shred Armor,,55,Sentinel,89.0,,45% To 51%,52% To 58%,59% To 65%,66% To 72%,73% To 95%,120% To 150%,151% To 190%,304% To 380%
Helmet,Sentinel,373,Increased Echo Damage When A Skill Echoes,Increased Echo Damage When A Skill Is Echoed (Added),,Prefix,,,60,Sentinel,89.0,,60% To 72%,73% To 85%,86% To 98%,99% To 110%,111% To 125%,150% To 180%,181% To 220%,352% To 440%
Helmet,Sentinel,361,Increased Fire Damage And Ignite Duration,"Fire Damage (Increased)
Increased Ignite Duration (Added)","Damaging Ailment,Duration,Fire,Damage Over Time",Prefix,Ignite,,55,Sentinel,89.0,,"25% To 28%
15%","29% To 32%
16%","33% To 36%
17% To 18%","37% To 40%
19% To 20%","41% To 50%
21% To 24%","60% To 70%
28% To 34%","71% To 90%
35% To 42%","144% To 180%
67% To 84%"
Helmet,Sentinel,378,Increased Hammer Throw Damage,Increased Damage With Hammer Throw (Added),,Prefix,,Hammer Throw,4,Sentinel,89.0,,30% To 33%,34% To 37%,38% To 42%,43% To 47%,48% To 58%,70% To 85%,86% To 105%,168% To 210%
Helmet,Sentinel,360,Increased Physical Damage And Bleed Duration,"Physical Damage (Increased)
Increased Bleed Duration (Added)","Damaging Ailment,Duration,Physical,Damage Over Time",Prefix,Bleed,,60,Sentinel,89.0,,"25% To 28%
15%","29% To 32%
16%","33% To 36%
17% To 18%","37% To 40%
19% To 20%","41% To 50%
21% To 24%","60% To 70%
28% To 34%","71% To 90%
35% To 42%","144% To 180%
67% To 84%"
Helmet,Sentinel,379,Increased Shield Throw Critical Strike Chance,Increased Critical Strike Chance With Shield Throw (Added),Critical,Prefix,,Shield Throw,18,Sentinel,89.0,,45% To 51%,52% To 58%,59% To 65%,66% To 72%,73% To 95%,115% To 140%,141% To 180%,288% To 360%
Helmet,Sentinel,380,Increased Smelters Wrath Damage,Increased Damage With Smelter'S Wrath (Added),,Prefix,,Smelter'S Wrath,50,Sentinel,89.0,,30% To 33%,34% To 37%,38% To 42%,43% To 47%,48% To 58%,70% To 85%,86% To 105%,168% To 210%
Helmet,Sentinel,362,Increased Void Damage And Added Spell Void Damage,"Void Damage (Increased)
Void Spell Damage (Added)","Void,Spell",Prefix,,,53,Sentinel,89.0,,"30% To 33%
4","34% To 37%
4","38% To 41%
5","42% To 46%
5","47% To 60%
6 To 7","70% To 85%
9 To 11","86% To 110%
12 To 14","176% To 220%
22 To 28"
Helmet,Sentinel,560,Level Of Anomaly,"Level Of Anomaly (Added)
Void Damage (Increased)","Skill Level,Void",Prefix,,Anomaly,50,Sentinel,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
Helmet,Sentinel,562,Level Of Devouring Orb,"Level Of Devouring Orb (Added)
Void Damage (Increased)","Skill Level,Void",Prefix,,Devouring Orb,35,Sentinel,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
Helmet,Sentinel,726,Level Of Healing Hands,"Level Of Healing Hands (Added)
Increased Healing Effectiveness (Added)","Healing,Skill Level",Prefix,,Healing Hands,23,Sentinel,86.0,,"1
10% To 15%","1
16% To 21%","1
22% To 28%","1
29% To 38%","2
39% To 60%","3
80% To 95%","4
96% To 120%","6
170% To 200%"
Helmet,Sentinel,604,Level Of Manifest Armor,"Level Of Manifest Armor (Added)
Minion Damage (Increased)","Armour,Skill Level,Minion",Prefix,,Manifest Armor,35,Sentinel,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
Helmet,Sentinel,592,Level Of Ring Of Shields,"Level Of Ring Of Shields (Added)
Minion Health (Increased)","Health,Skill Level,Minion",Prefix,,Ring Of Shields,25,Sentinel,86.0,,"1
10% To 20%","1
21% To 40%","1
41% To 60%","1
61% To 80%","2
81% To 120%","3
142% To 160%","4
161% To 200%","6
350% To 400%"
Helmet,Sentinel,570,Level Of Shield Throw,"Level Of Shield Throw (Added)
Throwing Damage (Increased)","Skill Level,Throwing",Prefix,,Shield Throw,17,Sentinel,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
Helmet,Sentinel,631,Level Of Smelter'S Wrath,"Level Of Smelter'S Wrath (Added)
Melee Damage (Increased)","Skill Level,Melee",Prefix,,Smelter'S Wrath,50,Sentinel,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
Helmet,Sentinel,569,Level Of Vengeance,"Level Of Vengeance (Added)
Melee Damage (Increased)","Skill Level,Melee",Prefix,,Vengeance,4,Sentinel,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
Helmet,Sentinel,566,Level Of Volatile Reversal,"Level Of Volatile Reversal (Added)
Void Damage (Increased)","Skill Level,Void",Prefix,,Volatile Reversal,25,Sentinel,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
Helmet,Sentinel,377,Mana Gained When You Directly Cast Smite,Mana Gained When You Directly Cast Smite (Added),Mana,Prefix,,Smite,23,Sentinel,89.0,,4,5,6,7,8 To 10,12 To 14,15 To 18,23 To 27
Helmet,Sentinel,376,Mana Gained When You Use Rive And Hit At Least One Enemy,Mana Gained When You Use Rive And Hit At Least One Enemy (Added),Mana,Prefix,,Rive,12,Sentinel,89.0,,3,4,5,6,7 To 8,9 To 11,12 To 15,19 To 23
Helmet,Sentinel,364,Melee Physical Damage If Wielding A Mace,Melee Physical Damage If Wielding A Mace (Added),"Physical,Melee",Prefix,,,57,Sentinel,89.0,,10,11,12,13,14 To 17,21 To 26,27 To 32,51 To 64
Helmet,Sentinel,359,Melee Physical Damage If Wielding A Sword,Melee Physical Damage If Wielding A Sword (Added),"Physical,Melee",Prefix,,,48,Sentinel,89.0,,6,7,8,9 To 10,11 To 13,17 To 21,22 To 26,42 To 52
Helmet,Sentinel,366,Necrotic Damage Taken As Physical,Necrotic Damage Taken As Physical (Added),"Damage Redirection,Physical,Necrotic",Prefix,,,34,Sentinel,89.0,,18% To 19%,20% To 21%,22% To 23%,24% To 25%,26% To 30%,36% To 44%,45% To 55%,88% To 100%
Helmet,Sentinel,358,Physical Penetration With Bleed,Physical Penetration With Bleed (Added),"Penetration,Damaging Ailment,Physical,Damage Over Time",Prefix,Bleed,,50,Sentinel,89.0,,25% To 27%,28% To 30%,31% To 33%,34% To 36%,37% To 45%,55% To 65%,66% To 85%,136% To 170%
Helmet,Sentinel,367,Poison Damage Taken As Physical,Poison Damage Taken As Physical (Added),"Damage Redirection,Damaging Ailment,Physical,Poison,Damage Over Time",Prefix,,,34,Sentinel,89.0,,18% To 19%,20% To 21%,22% To 23%,24% To 25%,26% To 30%,36% To 44%,45% To 55%,88% To 100%
Helmet,Sentinel,368,Throwing Attack Critical Strike Chance,Throwing Critical Strike Chance (Increased),"Critical,Throwing",Prefix,,,48,Sentinel,89.0,,45% To 51%,52% To 58%,59% To 65%,66% To 72%,73% To 95%,115% To 140%,141% To 180%,288% To 360%
Helmet,Sentinel,372,Void Damage Over Time,Void Damage Over Time (Increased),"Void,Damage Over Time",Prefix,,,32,Sentinel,89.0,,40% To 45%,46% To 51%,52% To 57%,58% To 63%,64% To 75%,90% To 110%,111% To 140%,224% To 280%
Helmet,Sentinel,365,Void Damage Taken As Physical,Void Damage Taken As Physical (Added),"Damage Redirection,Physical,Void",Prefix,,,34,Sentinel,89.0,,18% To 19%,20% To 21%,22% To 23%,24% To 25%,26% To 30%,36% To 44%,45% To 55%,88% To 100%
Helmet,Rogue,457,Added Physical Throwing Damage While Dual Wielding,Physical Throwing Damage While Dual Wielding (Added),"Physical,Throwing",Prefix,,,55,Rogue,89.0,,5 To 6,7 To 8,9 To 10,11 To 13,14 To 17,22 To 26,27 To 34,54 To 68
Helmet,Rogue,489,Bow Elemental Damage,Bow Elemental Damage (Increased),"Elemental,Ranged",Prefix,,,27,Rogue,89.0,,26% To 30%,31% To 35%,36% To 40%,41% To 47%,48% To 60%,75% To 95%,96% To 120%,192% To 240%
Helmet,Rogue,483,Chance To Ignite On Bow Hit,Chance To Ignite On Bow Hit (Added),"Damaging Ailment,Fire,Ranged,Damage Over Time",Prefix,Ignite,,55,Rogue,89.0,,15% To 17%,18% To 20%,21% To 24%,25% To 28%,29% To 35%,44% To 55%,56% To 70%,112% To 140%
Helmet,Rogue,494,Chance To Inflict Bleed On Bow Hit,Chance To Inflict Bleed On Bow Hit (Added),"Damaging Ailment,Physical,Ranged,Damage Over Time",Prefix,Bleed,,27,Rogue,89.0,,15% To 17%,18% To 20%,21% To 24%,25% To 28%,29% To 35%,44% To 55%,56% To 70%,112% To 140%
Helmet,Rogue,517,Chance To Inflict Bleed On Hit With Shurikens,Chance To Inflict Bleed On Hit With Shurikens (Added),"Damaging Ailment,Physical,Damage Over Time",Prefix,Bleed,Shurikens,14,Rogue,89.0,,15% To 17%,19% To 22%,23% To 27%,28% To 32%,33% To 40%,50% To 60%,61% To 80%,128% To 160%
Helmet,Rogue,477,Chance To Shred Armor On Bow Hit,Chance To Shred Armor On Bow Hit (Added),"Armour,Defence Reduction,Ranged",Prefix,Shred Armor,,27,Rogue,89.0,,31% To 40%,41% To 50%,51% To 60%,61% To 75%,76% To 100%,135% To 180%,181% To 240%,384% To 480%
Helmet,Rogue,485,Chance To Slow On Bow Hit,Chance To Slow On Bow Hit (Added),"Slow,Negative Ailment,Ranged",Prefix,Slow,,57,Rogue,89.0,,15% To 17%,18% To 20%,21% To 24%,25% To 28%,29% To 35%,44% To 55%,56% To 70%,112% To 140%
Helmet,Rogue,739,Damage And Area With Dive Bomb,"Increased Damage With Dive Bomb (Added)
Increased Area With Dive Bomb (Added)",Area,Prefix,,Dive Bomb,48,Rogue,89.0,,"25% To 27%
9% To 13%","28% To 30%
14% To 17%","31% To 33%
18% To 21%","34% To 36%
22% To 23%","37% To 50%
24% To 27%","60% To 75%
28% To 39%","76% To 100%
40% To 52%","160% To 200%
83% To 104%"
Helmet,Rogue,442,Dodge Rating If Hit Recently,Dodge Rating If You Have Been Hit Recently (Added),Dodge,Prefix,,,25,Rogue,89.0,,60 To 72,73 To 85,86 To 100,101 To 120,121 To 160,210 To 270,271 To 360,576 To 720
Helmet,Rogue,468,Fire Penetration With Ignite,Fire Penetration With Ignite (Added),"Penetration,Damaging Ailment,Fire,Damage Over Time",Prefix,Ignite,,55,Rogue,89.0,,7%,8%,9% To 10%,11% To 12%,13% To 16%,20% To 24%,25% To 30%,48% To 60%
Helmet,Rogue,440,Health Gained On Glancing Blow,Health Gained When You Receive A Glancing Blow (Added),Health,Prefix,,,32,Rogue,89.0,,4 To 5,5 To 6,7,8 To 9,9 To 12,15 To 19,19 To 24,39 To 48
Helmet,Rogue,521,Increased Area With Acid Flask,Increased Area Of Effect With Acid Flask (Added),Area,Prefix,,Acid Flask,4,Rogue,89.0,,5% To 10%,11% To 15%,16% To 20%,21% To 25%,26% To 30%,38% To 46%,47% To 60%,96% To 120%
Helmet,Rogue,496,Increased Area With Cinder Strike'S First Strike,Increased Area With The First Attack Of Cinder Strike (Added),Area,Prefix,,Cinder Strike,10,Rogue,89.0,,15% To 17%,19% To 22%,23% To 27%,28% To 32%,33% To 40%,50% To 60%,61% To 80%,128% To 160%
Helmet,Rogue,524,Increased Area With Dancing Strikes,Increased Area With Dancing Strikes (Added),Area,Prefix,,Dancing Strikes,25,Rogue,89.0,,12% To 15%,16% To 19%,20% To 23%,24% To 27%,28% To 35%,44% To 55%,56% To 70%,112% To 140%
Helmet,Rogue,509,Increased Area With Detonating Arrow,Increased Area With Detonating Arrow (Added),Area,Prefix,,Detonating Arrow,25,Rogue,89.0,,15% To 17%,19% To 22%,23% To 27%,28% To 32%,33% To 40%,50% To 60%,61% To 80%,128% To 160%
Helmet,Rogue,481,Increased Armor Shred Duration,Increased Shred Armor Duration (Added),"Armour,Defence Reduction,Duration",Prefix,Shred Armor,,27,Rogue,89.0,,50% To 60%,61% To 72%,73% To 85%,86% To 100%,101% To 120%,150% To 190%,191% To 240%,384% To 480%
Helmet,Rogue,498,Increased Crit Chance With Flurry,Increased Critical Strike Chance With Flurry (Added),Critical,Prefix,,Flurry,4,Rogue,89.0,,36% To 40%,41% To 45%,46% To 55%,56% To 65%,66% To 80%,100% To 125%,126% To 160%,256% To 320%
Helmet,Rogue,448,Increased Critical Strike Chance Per Equipped Dagger,Increased Crit Chance Per Equipped Dagger (Added),"Melee,Spell",Prefix,,,41,Rogue,89.0,,31% To 35%,36% To 40%,41% To 45%,46% To 50%,51% To 60%,75% To 95%,96% To 120%,192% To 240%
Helmet,Rogue,439,Increased Damage Of Skills Use By Shadows,Increased Damage For Skills Used By Shadows (Added),,Prefix,,Create Shadow,35,Rogue,89.0,,41% To 50%,51% To 60%,61% To 70%,71% To 80%,81% To 100%,135% To 180%,181% To 240%,384% To 480%
Helmet,Rogue,515,Increased Damage Per Active Shadow With Shadow Cascade,Increased Damage With Shadow Cascade Per Active Shadow (Added),,Prefix,,"Create Shadow,Shadow Cascade",25,Rogue,89.0,,12% To 14%,15% To 17%,18% To 20%,21% To 23%,24% To 30%,38% To 46%,47% To 60%,96% To 120%
Helmet,Rogue,511,Increased Damage Per Arrow With Multishot,Increased Damage Per Arrow With Multishot (Added),,Prefix,,Multishot,25,Rogue,89.0,,4%,5%,6%,7%,8% To 10%,12% To 15%,16% To 20%,32% To 40%
Helmet,Rogue,463,Increased Damage While Wielding A Bow,Increased Damage While Wielding A Bow (Added),Ranged,Prefix,,,29,Rogue,89.0,,26% To 30%,31% To 35%,36% To 40%,41% To 47%,48% To 60%,75% To 95%,96% To 120%,192% To 240%
Helmet,Rogue,461,Increased Damage While Wielding A Dagger,Increased Damage While Wielding A Dagger (Added),"Melee,Spell",Prefix,,,29,Rogue,89.0,,26% To 30%,31% To 35%,36% To 40%,41% To 47%,48% To 60%,75% To 95%,96% To 120%,192% To 240%
Helmet,Rogue,459,Increased Damage While Wielding A Sword,Increased Damage While Wielding A Sword (Added),Melee,Prefix,,,29,Rogue,89.0,,26% To 30%,31% To 35%,36% To 40%,41% To 47%,48% To 60%,75% To 95%,96% To 120%,192% To 240%
Helmet,Rogue,513,Increased Hail Of Arrows Duration,Increased Hail Of Arrows Duration (Added),"Duration,Ranged",Prefix,,Hail Of Arrows,50,Rogue,89.0,,11% To 13%,14% To 16%,17% To 19%,20% To 23%,24% To 30%,38% To 46%,47% To 60%,96% To 120%
Helmet,Rogue,469,Increased Poison Duration,Increased Poison Duration (Added),"Damaging Ailment,Duration,Poison,Damage Over Time",Prefix,Poison,,55,Rogue,89.0,,7%,8%,9% To 10%,11% To 12%,13% To 16%,20% To 24%,25% To 30%,48% To 60%
Helmet,Rogue,638,Level Of Dark Quiver,"Level Of Dark Quiver (Added)
Mana (Added)","Mana,Skill Level",Prefix,,Dark Quiver,35,Rogue,86.0,,"1
5 To 8","1
9 To 12","1
13 To 16","1
17 To 20","2
21 To 25","3
26 To 32","4
33 To 40","6
64 To 80"
Helmet,Rogue,615,Level Of Decoy,"Level Of Decoy (Added)
Throwing Damage (Increased)","Skill Level,Throwing",Prefix,,Decoy,12,Rogue,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
Helmet,Rogue,727,Level Of Falconry,"Level Of Falconry (Added)
Minion Damage (Increased)","Skill Level,Minion",Prefix,,Falconry,20,Rogue,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
Helmet,Rogue,613,Level Of Multishot,"Level Of Multishot (Added)
Bow Damage (Increased)","Skill Level,Ranged",Prefix,,Multishot,25,Rogue,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
Helmet,Rogue,614,Level Of Puncture,"Level Of Puncture (Added)
Physical Damage (Increased)","Skill Level,Physical",Prefix,,Puncture,5,Rogue,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
Helmet,Rogue,611,Level Of Shurikens,"Level Of Shurikens (Added)
Throwing Damage (Increased)","Skill Level,Throwing",Prefix,,Shurikens,4,Rogue,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
Helmet,Rogue,620,Level Of Synchronized Strike,"Level Of Synchronized Strike (Added)
Melee Damage (Increased)","Skill Level,Melee",Prefix,,Synchronized Strike,30,Rogue,86.0,,"1
5% To 10%","1
11% To 20%","1
21% To 30%","1
31% To 40%","2
41% To 60%","3
71% To 80%","4
81% To 100%","6
160% To 200%"
