group,id,title,type,rarity,subtype,level,class,min_drop_level,implicit,explicit,lp_level,lp0_pct,lp1_pct,lp2_pct,lp3_pct,lp4_pct,lp_remarks,global_drop_reroll_chance,rune_of_ascendance_chance,vendor_cost,timeline,dungeon,arena,bossfight,related_ailments,related_abilities,lore
Regular Unique Items,356,Stealth,Boots,Unique,Brigandine Boots,79,,,"+ 56 Armor
(11% to 14%) increased Movement Speed","+ 1 Evade Charge
Enemies put a lower priority on targeting you compared to your minions and other allies
+ (128 to 256) Dodge Rating
+ (512 to 1024) Dodge Rating while using Evade Does not work if Evade is replaced by another ability
(16% to 32%) increased Dodge Rating
+ (2 to 4) to Level of Smoke Bomb",79,84.22%,15.06%,0.71%,0.0084%,0.0000013%,,60%,2.63%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 2.63% chance",,,,,"Evade (Primalist)
Evade (Mage)
Evade (Sentinel)
Evade (Acolyte)
Evade (Rogue)
Smoke Bomb",
Regular Unique Items,218,Yulia'S Path,Boots,Unique,Heoborean Boots,79,,,"+ 30 Armor
(15% to 18%) increased Movement Speed
+ (10% to 40%) Cold Resistance","(41% to 114%) Increased Healing Effectiveness
+ (10% to 40%) Fire Resistance
+ (10% to 40%) Necrotic Resistance
+ (11% to 14%) Endurance
(14% to 18%) increased Movement Speed
100% of Maelstrom base damage converted to Necrotic
when Maelstrom is cast from any source your minions gain + (2 to 4) melee necrotic damage for the maximum duration of the Maelstrom",79,84.22%,15.06%,0.71%,0.0084%,0.0000013%,,,,,Heorot (The Age of Winter Timeline) - 6% chance (up to 48% chance with increased item rarity),,,,,Maelstrom,"Between loyalty and opression, hope and tyranny, the path of wisdom must be found."
Regular Unique Items,229,Roots Of Vithrasil,Boots,Unique,Heoborean Boots,45,,,"+ 30 Armor
(15% to 18%) increased Movement Speed
+ (10% to 40%) Cold Resistance","15% increased Movement Speed
+ (2 to 3) Projectiles with Spirit Thorns
(100% to 160%) Increased damage while in Spriggan Form
You cannot move while in Spriggan Form
+ (20 to 26) Health Regen while in Spriggan Form",80,84.72%,14.61%,0.65%,0.0072%,9.9E-7%,,40%,3.95%,,"Spirits of Fire Timeline (""Unique or Set Boots"" echo rewards) - 3.95% chance",,,,,"Spirit Thorns
Spriggan Form",Root yourself into the cold earth and drink deep from Eterra's bounty.
Regular Unique Items,347,The Inevitable,Boots,Unique,Worn Boots,83,,,5% increased Movement Speed,"(25% to 36%) increased Movement Speed
100% Slow and Chill Immunity
+ (4 to 9) Vitality
You cannot be Stunned while using Erasing Strike
(25% to 16%) less Damage Taken while using Erasing Strike
(36 to 49) Health Gain on Kill",83,86.2%,13.29%,0.51%,0.0046%,4.0E-7%,,,,,"Harbinger of Fear (The Last Ruin Timeline, empowered only) - 10% chance (up to 22% chance with increased item rarity)
Aberroth (Threshold of Eternity Woven Echo) - 10% chance (drops for host only)
Aberroth (Threshold of Eternity Woven Echo) - 2% chance",,,"Aberroth - 10% chance (drops for host only)
Aberroth - 2% chance","Slow
Chill",Erasing Strike,All timelines fade and the Harbingers flock like crows to the remains.
Regular Unique Items,264,Vaion'S Chariot,Boots,Unique,Solarum Greaves,50,,,"+ 90 Armor
(15% to 18%) increased Movement Speed
+ (30% to 45%) Fire Resistance","(10% to 18%) increased Movement Speed
1% Increased Damage per 1% Increased Movement Speed
Every 3 Seconds your next Movement Skill deals (24 to 40) % more damage Multiplicative with other modifiers
+ (4% to 10%) to All Resistances
+ (40 to 120) Armor",90,89.5%,10.24%,0.26%,0.0013%,3.4E-8%,,,,,Champions' Colosseum Woven Echo - 36.67% chance (up to 78.33% chance with increased item rarity),,"Vaion the Arsenal (Arena)
Tier 1: 34% chance
Tier 2: 37% chance
Tier 3: 40% chance
Tier 4: 45% chance
Endless: 40% chance",,,,
Regular Unique Items,400,Cocooned Boots,Boots,,,,,,,Contains a pair of random unique boots,,,,,,,,,,,,,,,,,
Regular Unique Items,24,Fighting Chance,Gloves,Unique,Mail Bracers,15,,,+ 32 Armor,"(65% to 85%) increased Melee Damage
(5% to 10%) increased Damage Taken
(15 to 25) Health Gain on Kill
(5% to 10%) increased Movement Speed",0,36%,39.68%,19.7%,4.25%,0.37%,,0%,5.39%,,"Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 5.39% chance",,,,,,Fight for your life.
Regular Unique Items,22,Keeper'S Gloves,Gloves,Unique,Hide Gloves,1,,,+ 8 Armor,"+ (17% to 37%) Poison Resistance
+ (17% to 37%) Minion Poison Resistance
10% chance to summon a swarm of bees on melee hit (8 second cooldown)",0,36%,39.68%,19.7%,4.25%,0.37%,,0%,5.39%,,"Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 5.39% chance",,,,,Swarm of Bees,
Regular Unique Items,208,Ravenous Void,Gloves,Unique,Gluttonous Gloves,91,,,"+ 80 Armor
+ (5 to 10) Vitality
(5% to 10%) increased Health","Gain a stack of Void Barrier every 5 seconds while above your endurance threshold Void Barrier stacks up to 3 times. You take 5% less damage per stack (multiplicative with other modifiers).
Dropping below your endurance threshold doubles all stacks of Void Barrier for 3 seconds, allowing you to exceed the normal maximum. After that all stacks of Void Barrier are converted to Mimic Feast. Time Rot deals void damage over time for 3 seconds and increases the duration of stuns you receive.
Each stack of Mimic Feast deals Void Damage over Time to you and disables Void Barrier generation and Health Leech Mimic Hunger is an Ailment that lasts 15 seconds and can be cleansed by effects that cleanse negative ailments.
(15% to 10%) less Void Damage Taken
(10% to 15%) of Physical Damage Taken as Void
+ (60 to 100) Endurance Threshold",105,95.75%,4.23%,0.027%,0.000023%,1.0E-11%,,98%,0.11%,,"The Husk of Elder Gaspar (The Last Ruin Timeline) - up to 4.5% chance with increased item rarity
Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 0.11% chance",,,,Mimic Feast,,"A pair of mimic brothers, lost in the ravenous void, hungry for anyone who dips their hands inside."
Regular Unique Items,287,Hand Of Judgement,Gloves,Unique,Crusader Gauntlets,24,,,"+ 80 Armor
+ (30% to 45%) Void Resistance","+ 3 Melee Damage per Attunement for Judgement while Unarmed Adds melee damage. Works if you have no weapon in your mainhand or offhand slot.
2% increased Area per Attunement for Judgement while Unarmed Works if you have no weapon in your mainhand or offhand slot.
(-12 to -8) Judgement Mana Cost while Unarmed
+ (4 to 16) Attunement
(16% to 64%) Increased Cooldown Recovery Speed for Judgement
+ (8% to 24%) Fire Penetration",16,46.89%,37.9%,13.22%,1.92%,0.069%,,0%,5.39%,,"Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 5.39% chance",,,,,Judgement,The light of divinity!
Regular Unique Items,202,Stormhide Paws,Gloves,Unique,Leather Gloves,6,,,"+ 10 Armor
+ (5 to 10) Mana","+ 1 to Level of Swipe
Every 3 seconds your next Swipe has 100% of its base damage converted to Lightning and deals + (30 to 45) Melee Lightning Damage
(30% to 45%) increased Lightning Damage
(30% to 45%) increased Cold Damage
+ (30 to 45) Health
+ (30% to 45%) Cold Resistance
+ 1 to All Attributes",20,49.54%,37.08%,11.79%,1.54%,0.044%,,0%,5.39%,,"Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 5.39% chance",,,,,Swipe,The roar of thunder above the frozen seas has long inspired stories among the nomads of great white bears that prowl the ice beneath the storms.
Regular Unique Items,25,Boulderfists,Gloves,Unique,Mail Bracers,25,,,+ 32 Armor,"(140% to 240%) Increased Melee Stun Chance
(14% to 24%) Increased Melee Stun Duration
+ 160 Armor
+ (50 to 100) Health
You cannot leech health",25,52.81%,35.89%,10.13%,1.15%,0.024%,,0%,5.39%,,"Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 5.39% chance",,,,,,Strike with the force of a mountain.
Regular Unique Items,276,Liath'S Machinations,Gloves,Unique,Noble Gloves,26,,,"+ 28 Armor
(7% to 14%) increased Mana Regen","+ 2 to Level of Fireball
50% of Fireball Base Damage Converted to Lightning Consequently this damage scales with increases to Lightning Damage, but not with increases to Fire Damage. Conversion above 100% has no effect.
+ (20% to 28%) Chance to apply a Spark Charge on Hit with Fireball Spark Charges are spells that explode after 0.7 seconds dealing lightning damage in an area around the target. This damage does not scale with modifiers to the hit that applied the charge.
100% of Ignite Chance Converted to Shock Chance for Fireball
(45% to 75%) increased Lightning Damage
+ (20 to 28) Ward per Second",26,53.45%,35.63%,9.82%,1.08%,0.021%,,0%,5.39%,,"Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 5.39% chance",,,,"Ignite
Shock
Spark Charge",Fireball,"With careful planning and precise instruments, one can bring order even to a flame."
Regular Unique Items,333,Falcon Fists,Gloves,Unique,Plated Gauntlets,27,,,"+ 75 Armor
+ (5% to 15%) Endurance","+ (12 to 16) Cinder Strike Melee Damage per Level of Falconry While Unarmed
(3% to 4%) increased Cinder Strike Area per Level of Falconry While Unarmed
While unarmed your Falcon's hits grant Cinder Strike +4 Melee Damage and 1% increasd Area for 6 seconds
+ (1 to 4) to Level of Cinder Strike
+ (1 to 4) to Level of Falconry
(12% to 27%) increased Melee Attack Speed
+ (12 to 27) Melee Fire Damage for you and your Minions",27,54.1%,35.36%,9.51%,1.01%,0.019%,,0%,5.39%,,"Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 5.39% chance",,,,,"Cinder Strike
Falconry",
Regular Unique Items,126,Mortality'S Grasp,Gloves,Unique,Noble Gloves,62,,,"+ 28 Armor
(7% to 14%) increased Mana Regen","(30 to 45) % chance to Mark for Death on Hit with Necrotic Spells Mark for Death is a curse that lasts 8 seconds and reduces all resistances by 25%. It cannot stack
(313 to 373) Ward gained when damage leaves you at low health Low health is 35% and this effect has a 5 second cooldown.
+ (73 to 113) Health",30,56.02%,34.51%,8.61%,0.84%,0.013%,,70%,1.62%,,"Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 1.62% chance",,,,Marked For Death,,"""The living necromancers of the early empire were quick to take life and to return it. They knew more of the nature of life than any who had come before them, so it is curious that they clung to their own with such desperation. Were these founders of our empire fools and cowards, or did they know something then that we have now forgotten? I wonder if there is something that we have lost in these centuries of undeath."" - Recanted texts of Historian Zabat"
Regular Unique Items,23,Riverbend Grasp,Gloves,Unique,Mail Bracers,15,,,+ 32 Armor,"(50% to 100%) increased Throwing Damage
+ (30 to 60) Health
(30% to 60%) increased Dodge Rating
+ (5 to 10) Cold Throwing Damage
(18% to 30%) Chance to Throw an Axe at a nearby enemy on hit (1 second cooldown) Axe Throw is a physical throwing attack",40,62.28%,31.29%,6.01%,0.42%,0.0032%,,0%,5.39%,,"Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 5.39% chance",,,,,Axe Throw,"Move with the fluidity of water, relax and you can react without resistance."
Regular Unique Items,134,Li'Raka'S Claws,Gloves,Unique,Plated Gauntlets,45,,,"+ 75 Armor
+ (5% to 15%) Endurance","+ (60% to 130%) Chance to apply Poison on Throwing Hit
+ (60% to 130%) Throwing Critical Strike Multiplier
+ 2 Projectiles with Shurikens Only affects the Rogue skill Shurikens",45,65.33%,29.47%,4.91%,0.29%,0.0015%,,0%,5.39%,,"Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 5.39% chance",,,,Poison,Shurikens,"Scalebane recruits are taught to never travel south of Mes'Ork in groups of less than six. Information on Li'raka's whereabouts are valuable, so it is pertinent that one should escape alive."
Regular Unique Items,266,Burning Avarice,Gloves,Unique,Noble Gloves,46,,,"+ 28 Armor
(7% to 14%) increased Mana Regen","3% of Elemental Damage Leeched as Health
3% of Necrotic Damage Leeched as Health
(30% to 39%) Increased Leech Rate
+ 13% Elemental Resistance
(13% to 19%) Fire Penetration with Ignite",46,65.93%,29.09%,4.71%,0.27%,0.0013%,,,,,,"Grin the Soul Gambler (Soulfire Bastion Dungeon)
Tier 1: 3% chance
Tier 2: 4% chance
Tier 3: 5% chance
Tier 4: 6% chance",,,Ignite,,"Have the ambition to know what might be yours, and the conviction to burn those who would keep it from you."
Regular Unique Items,83,Maehlin'S Hubris,Gloves,Unique,Plated Gauntlets,47,,,"+ 75 Armor
+ (5% to 15%) Endurance","(30% to 60%) increased Fire Damage Over Time
+ (3 to 6) Vitality
+ (3 to 6) Intelligence
100% of Bleed Chance Converted to Ignite Chance",47,66.53%,28.71%,4.52%,0.25%,0.0011%,,0%,5.39%,,"Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 5.39% chance",,,,"Bleed
Ignite",,Maehlin devoted his life to Rahyeh. Seeking to learn his will he reached into the god's mind. Rahyeh reached back into his and set his blood aflame.
Regular Unique Items,332,Blood Roost,Gloves,Unique,Serrated Bracers,59,,,"+ 45 Armor
(5% to 15%) Increased Bleed Duration
(5% to 15%) Increased Poison Duration","(30% to 50%) increased Minion Movement Speed
(10% to 30%) Physical Penetration with Bleed inflicted by Minions
+ (1 to 3) to Level of Falconry
(50% to 100%) of your Bleed Chance granted to your Falcon
+ (2 to 10) Dexterity
1 Health gained per Dexterity when your Falcon hits an enemy",59,73.52%,23.84%,2.56%,0.086%,0.00014%,,60%,2.15%,,"Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 2.15% chance",,,,"Bleed
Poison",Falconry,The smell of blood fills the air.
Regular Unique Items,359,Fingers Of The Phantom Mire,Gloves,Unique,Noble Gloves,6,,,"+ 28 Armor
(7% to 14%) increased Mana Regen","Evade is replaced by Terrify
(10% to 15%) more Damage to Feared Enemies
You have Swiftness Swiftness grants increased movement speed based on character level
(5% to 8%) increased Attack Speed
(5% to 8%) increased Cast Speed
(50% to 80%) Chance to Slow Attackers
You are Immune to Slow This grants you immunity to the Slow ailment, not to other sources of speed reduction such as chill.",6,40.14%,39.31%,17.14%,3.21%,0.20%,,0%,5.39%,,"Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 5.39% chance",,,,"Fear
Slow","Terrify
Evade (Primalist)
Evade (Mage)
Evade (Sentinel)
Evade (Acolyte)
Evade (Rogue)",A drained bog seeks vengeance
Regular Unique Items,167,Ravens' Rise,Gloves,Unique,Outcast Gloves,62,,,"+ 21 Armor
+ (13% to 28%) Necrotic Resistance","(20% to 28%) increased Minion Movement Speed
Minions take (20 to 28) % less Damage While Moving
+ 2 to Level of Minion Spell Skills
+ (20% to 28%) Lightning Resistance
+ (20% to 28%) Necrotic Resistance",62,75.2%,22.56%,2.18%,0.064%,0.000076%,,80%,1.08%,,"Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 1.08% chance",,,,,,As men and gods fight the ravens rise. As the blood settles the ravens alight.
Regular Unique Items,116,Atrophy,Gloves,Unique,Noble Gloves,64,,,"+ 28 Armor
(7% to 14%) increased Mana Regen","(20% to 40%) Increased Time Rot Duration
+ (20% to 40%) Chance to apply Slow on Hit
(100% to 200%) Increased Slow Duration
(20% to 40%) Chance to Slow Attackers
+ (20 to 25) % Penetration against All Resistances for Damage Over Time",64,76.31%,21.69%,1.94%,0.052%,0.000050%,,,,,"Rahyeh, The Black Sun (The Black Sun Timeline) - 50% chance",,,,"Time Rot
Slow",,Rust and corrosion stand as monuments to the inevitability of time.
Regular Unique Items,217,Sacrificial Embrace,Gloves,Unique,Crusader Gauntlets,81,,,"+ 80 Armor
+ (30% to 45%) Void Resistance","Your critical strikes do not deal additional damage They deal the same damage as a regular hit
(30% to 66%) Chance to gain a stack of Abyssal Rite on Crit
+10 maximum Abyssal Rite stacks
When you directly cast an elemental spell each stack of Abyssal Rite is consumed to grant the spell +20 spell void damage and +20% void penetration per stack
(100% to 128%) increased Void Damage
(12% to 20%) increased Melee Attack Speed",70,79.56%,19.06%,1.35%,0.027%,0.000013%,,,,,"The Husk of Elder Gaspar (The Last Ruin Timeline, empowered only) - up to 45% chance with increased item rarity",,,,,,
Regular Unique Items,372,Grasp Of The Blood Mage,Gloves,Unique,Ascetic Gloves,71,,,"+ 58 Armor
(6% to 12%) Increased Cooldown Recovery Speed","(20% to 25%) of Hit Damage Taken from Bosses and Rare enemies is dealt over 4 seconds instead This amount cannot be altered after the hit and is unaffected by temporary immunity effects. It does not count as damage over time.
+ (25% to 40%) Chance to apply Bleed on Spell Hit
1% of Spell Damage Leeched as Health
+ (2% to 4%) Spell Critical Strike Chance
250% of Mana Spent Reflected to you as Damage This does not count as being hit and is not affected by any mitigation affects. If this effect would kill you it instead leaves you on 1 health.",71,80.1%,18.62%,1.26%,0.024%,0.000011%,,0%,5.39%,,"Ending the Storm Timeline (""Unique or Set Gloves"" echo rewards) - 5.39% chance",,,,Bleed,,
